queue_index,suggested_session,dataset,slug,split,species,taxon_id,observation_uuid,photo_id,sha256,selection_digest,review_order_digest
296,1,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,9f28e82c-d1cb-4d05-9d4c-e43005d354d2,690887086,e48d0f95079bee6e8ffd703c2871b3592e810a5f396e1047c49ef57f50b3581c,3b2a85e52690cd75f648660e2e9b67fc603de9e34336f6d6fbf23a5ba2f5e532,88eda67237f24c836c08b6ef0c77d6c77276eef03431bc6e72906a76af81ed8d
297,1,northeast_final_test_v1,aphaenogaster-rudis,final_test,Aphaenogaster rudis,213893,698e7196-e434-47ce-a5b6-6567dce250e0,143699797,101d6ddf554014bf48e6264d1a092565947cc4ac25f18eecaa1d274c0fdb4fc2,16d5f8d00d3fec1ed6cbc3ad06e69bba2af07588fecd133093e5561d5dbd4fee,8959a643c7f9238cfa2458f075a68a11119f7b1898b19103f2181ac03730e0ed
298,1,northeast_expansion_v1,camponotus-nearcticus,train,Camponotus nearcticus,146942,705939e1-705e-4b21-ae0a-ba5c2899331c,82757005,ff470686529537c53eb4b4652d7c6d4f6f84e969b49962d7697fbe21429fa15a,020d4f62083df9042689119ef98b23b0914c29df2df518cf68738e92d825b7f8,895dd97096632053bcab8fa5d4a3620632e8078543c000e482a56e30c849c11e
299,1,northeast_final_test_v1,formica-exsectoides,final_test,Formica exsectoides,133654,85f819c6-dcbd-4f41-91fa-038ad379bf0e,91359726,30b112bdbe95a7cd57a0aadb18ac891908f7347943acda4fe2f66c71a966d443,03f6f1c1e1699a51236215400afe10a56502b0517e1f17a9661a07296523ffd8,89b4988028cf8417b1ab5f2cfebf67757a0b3e28966fbb2d96a85ddbb4f0e452
300,2,northeast_final_test_v1,camponotus-subbarbatus,final_test,Camponotus subbarbatus,143505,99eb2551-8180-43d4-ae79-8bfd388e41b9,230884617,4d81f6b2a4127e98cabaaa15314dcf175f6f4db4c933ba862c7579d8d12b4b2a,1f336b7a6866580da42396f9d414b8fa6e9a24234868c732a8e903118aab0f06,8a34a0643eb7a5a8021ccba98b3d831a1f522333691ba90243b277b5fdf7e386
301,2,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,212c5ec0-ac7d-458f-bab4-4fa592fda62f,632786656,e4953772208ac3ba6453b3da39c4dfd5d5dc7f2e027ecc96b72037929f03bd3b,e6d65afc32448811acac690a02f044e7a5927f40a9a455e11d5a693d0b632ad2,8a58c72c66fb96a7611edb263844fb12e014198943594aeb6eb2e7de4070eb4e
302,2,northeast_final_test_v1,camponotus-novaeboracensis,final_test,Camponotus novaeboracensis,143252,2b992022-ce0e-43e9-a3ec-696f50da75b2,157251410,a3d5dbbaa2e33eede65c1fe9e364385b152edf2f9906a1949507fba36e31a56d,ca6ae2bbd97c4d2d9e4b500a7a73ecc4e889729242ebf703e8859caaf5737983,8a8bc8ef686b7688c7eb413232cfdc105953417d7ec9f45298224d63aa185a25
303,2,northeast_final_test_v1,lasius-neoniger,final_test,Lasius neoniger,69311,27705fad-5221-41aa-90da-4031a2ebbf94,531387206,676f6b3b04e553fb939b67f2e4ef8f622b27fe682ba3f939f078efac34031fa3,52bfe35fdde0b321da6e3f1e871ca6eed71bd118bedaea4838ac4853132f79ce,8b033341f985c492cb78d6be77e47971703d299d50365c5fa39e9ed7985e4f87
304,2,northeast_final_test_v1,lasius-americanus,final_test,Lasius americanus,966095,08212a52-6690-4e31-abb8-fcdf10d35ad5,368506076,4382018af5f393eb28adc8811ada30ae7091256e5b557ab6ca54e26880a8dfa5,ea472982c8171362d17f9abe27dd57db012de401e22a7fa481b9f6d55f8f4e08,8ba3f7dbe0f58eb526c5ade567bdcf4400ea57d6f33f5cf4af59273a67a9fa8c
305,2,northeast_final_test_v1,lasius-interjectus,final_test,Lasius interjectus,222713,4572bbb4-a8da-41c1-a3aa-d44175f85f31,401851848,3449a8559bb4c3e8c7e8c14c9b3756dfafe71635a15a9b9172077716aa56ffd0,be6c47b734eb3c6d8f6dcde6fee9cf95d13116a45fd25f180324ffdff5fdf557,8ce02e71cb2d6ab58abc6aa72adfd1846630ea4e95b2dc024c6bceef02d32d89
306,2,northeast_final_test_v1,nylanderia-flavipes,final_test,Nylanderia flavipes,372712,3463be8a-a32d-4752-86d8-758903bd728f,158911364,a67799c9676d0297a5d9c1e54b17086237e11395f7d302f89e13fc978dd8272c,2e0961d3f2ad710b41004d589a0cb04b8bea418dde9f87576ec0facb119a7f0b,8df6017f30c15682fdfce04887b5ff253d6c26e5ed6a0c9172cd1d66a984a414
307,2,northeast_final_test_v1,ponera-pennsylvanica,final_test,Ponera pennsylvanica,203419,6624c173-6760-4674-92d8-341b97b387e9,631185326,7416e4109807221422719280baccdf9a449d55fb00a1405d227e616ad49a5608,5d30b58121b1a36429e5173be370de5cf3958742c32a6f26afba6687fd00868d,8e13e8b7902499003a6bdba1cb011deb27b70d020d5083a3169ee71f6cd02367
308,2,northeast_expansion_v1,lasius-americanus,train,Lasius americanus,966095,34fba721-1f69-4454-badb-88abaa6d8d35,540504427,5addf1bf38b0825ae5453b67434dd8c02189f31e2b2603864814497335e2f06b,021310d282be2beee2d4d1dfa41dcc453512818572ae759ae7caf27ebee5226b,8e9519b81af6a99c1d79017fd461503ef287a73587812acaf460f67c955002d4
309,2,northeast_expansion_v1,nylanderia-flavipes,development,Nylanderia flavipes,372712,e92cec1d-3756-442f-8f2c-c9ecd4febc5e,191166958,3d00e46263090484e7239d141d78c10743c58d5557d8d2f872b8b55708fa1be5,04a31929ff63d414601df66c25fa925d0cce597088375c83788f6a42885670d5,8ec09a62afb7b5fbfdbc9fb405bd81e2ed6ea3c18cfc4af935bb6f0b6fb821a2
310,2,northeast_final_test_v1,camponotus-subbarbatus,final_test,Camponotus subbarbatus,143505,b37db597-40d2-4eda-a9a1-52a46e1f5139,451646372,8d7a070e7eb486c68be11163c47589abe750bac26ab9d3e263bbae3479c04c00,dbde3af0c236d6c09b6cf02ae95dfeebb366af9b6b818772e05df7d2b235d858,8fd2257d1e6db603ed078ed914342a3355b85c656f8c3a4078af3ac47be3e047
311,2,northeast_final_test_v1,lasius-neoniger,final_test,Lasius neoniger,69311,ceca0342-7a32-4aa5-9344-77346ed57318,641148806,c521a751272fee5573bc343f394931d94d8d8dd6bde179b03dca51d5b89b4ba9,970bf5ac2288b9b3e9ec611b2230cd3c822f2ab821b0e0d747892c26f738e4b9,908130bfbe5452be3027ae7ecab9e9413f32d282c6d532018632a81a95cdeac4
312,2,northeast_final_test_v1,camponotus-americanus,final_test,Camponotus americanus,215970,ec5c7383-6684-4fb1-b629-f8f9fa9b2186,536975613,d3cfbffc205bb2da2f4cb8b8be4acdba8af6337010fb5b52acb35a62c56f72e5,86c0e9aae37f6fb253c47958f3812c4ed5102c4623d5466b94c63cb7942de8d7,9081f832a44c2ee3ce06b8f50dae595eaeb00947b758f0ff24bc7b15197193c0
313,2,northeast_final_test_v1,camponotus-novaeboracensis,final_test,Camponotus novaeboracensis,143252,b076809c-7118-4ce0-b9b9-d903c9da220f,85758750,47d2a099c01e9c46b6e70d458d6a03b33605bd65d55549aab76e6f6994e622cf,67eb1147a04fadf9af35219d47734b966ca2cd060bd3b84eec6e0ff9f30ea4c0,90ab4c35229b42fcc8d7f82a9392f07959c77848dec4f0871960b09c60644686
314,2,northeast_expansion_v1,aphaenogaster-rudis,train,Aphaenogaster rudis,213893,503504d3-593b-411a-a75d-89a57ecc8233,294196084,9f496b9a885c32b92b33f0d80bb2ecdc89d2c1a96c0049546ed522ab2fdcf95f,07dd482c4be8c082dee48873f5f3f0944801512e93c64a3f00cd9ae701cfc95b,90c24e9cb8b0c872c695030c2c1619be0fac38bf1ab7700b6e0e8c901cfc2272
315,2,northeast_final_test_v1,lasius-interjectus,final_test,Lasius interjectus,222713,9dd6b677-35cd-48d4-b037-4cfdadad0493,373555929,3df0ad6d44a6bc626814c51513600e5b9692a35bf4cc692dcb01a467f2e336b2,b50d8f95b297bb86d01e5354428dcfe720bb09c228337cacd3c1b347da3f1230,9146f76710a225e326ff25999a5fef7be1dac1bc12148f2388339abd64ae5630
316,2,northeast_final_test_v1,nylanderia-flavipes,final_test,Nylanderia flavipes,372712,8969618f-d0e4-492f-9ac8-ff91b4ff920b,193274245,310cbb7b2ef563d42e5928f295cda633965226c4e922a5420f31245c19eb6873,602623aadd337972c2814ac3437201023fe2e99f45d5c4bd898759a7ad4f384d,9190a35aee3a18fe44b9afbd30364a73b8d3ad25b321a6d781daa9d0b2dd2c56
317,2,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,4d77f381-729c-48fd-9d40-bb510d949dfa,725466947,d36943164cf32ed4f2b775d0089ff3fcd214a23c5e3181971d960e42985d07ed,a257f34e02cfc5f2dd80c044bf990fd3fec98705198c91fea103cb8a952dffa7,92c347a7d4e41a7f7a121d41b96f22479376a2cd55087c1b83f1a2b05abc8c9a
318,2,northeast_final_test_v1,lasius-emarginatus,final_test,Lasius emarginatus,341143,47702b07-55bf-4a38-8ddf-e21462409f08,123126968,880a11a05c3ca5cac79f211442c505ad74d205d8bcedcaa13166e67f96cb6643,87ba6189ad07637bc5bce7fef463696931fa88340c09826143059c3f4b402f77,932c25d2e686d9b84df8acfb03416e52a641c9488e4dd7556116118fc1b691d1
319,2,northeast_expansion_v1,lasius-claviger,train,Lasius claviger,222712,add02cdd-dbbe-417d-934f-0dfb7eb9c431,576453574,3b541b0efb9f7a95c530727035178d09deb84d64698b6ecedd8236fdcb53010b,06330a26fdf687ef2b199a94bba44197e4847e2ed13199fda22d4f847a15a11a,938b4085411f6e66d0a4dae88191a1f2ceff0a447467f02758cf574e79802236
320,2,northeast_final_test_v1,nylanderia-flavipes,final_test,Nylanderia flavipes,372712,99e95815-b090-466a-8abc-91a6ced14efb,184408744,222c0e7fb5eaf505b628f3c52cd2c5bc5e41efcbb4d28c49466ba1d39a4a0d34,f92e2a7aad2f71759d5a621709838f55d39e1acaa3fbe0785400744d6ba38564,94111169ad83c33ba96133f897d5b3c40f01e027b2bae9e1393596997ea44765
321,2,northeast_final_test_v1,formica-exsectoides,final_test,Formica exsectoides,133654,46a6e5c2-5cbf-420d-9990-4c998618582b,8789764,aec357b1cd50575a1d4b7ee9901454118d36647ce3ebb2d3b01ff622fdbd2dc2,053357f53d27527d7c497417f6d80291fded8eb3b31cc57ae30b3387ee9622d4,945c6084f07f6960e3c94538dd4e3080b730e9aea2e9298f4a6d4aa2dfdbf000
322,2,northeast_expansion_v1,camponotus-novaeboracensis,development,Camponotus novaeboracensis,143252,6d0382f6-5f34-4681-8f64-631d61f2956d,384903604,c4b15cc9fc47ad1872b1564e6941c2a57e6fb3977e89e48e04e4dd46ff3f3eb6,17dcca8cdd5eec46059c4e96dbb27facd6503b7578973f23283e27f788754a32,953063a3721707a7d94675888fc3dbed229d83d924f7b301d16c9d8c32df55e5
323,2,northeast_final_test_v1,lasius-americanus,final_test,Lasius americanus,966095,b9db4d9b-0061-4047-b1c3-25ac7d37e82a,477983014,af5e5935bac289cd41c50a6ea6e46ed04b946c89ba3932aa9f48985c5bdc0f81,ca48596c61fbf88e6df6652525973d557c2c2af719f4e4e4151b7ef1fddd644f,9551a21c8dd749aa820ad6a3af58e11b25cc5bf1d47078512069265171d6aa71
324,2,northeast_final_test_v1,camponotus-subbarbatus,final_test,Camponotus subbarbatus,143505,14df06cf-c5bc-4c0d-9c29-b85660826b45,501526521,48ffc00d710fd3acf27af7cd47bac5ed5e9cc67bb349943c52ccdaae8112ef03,fa1ac28c8bb0176ad3810dcb9c3345a4da3f1df8993440ba2d264c89b8774a85,95bff939a445c663b0046db83ba93da39c8a81d18b856a068296b147ac412d42
325,2,northeast_expansion_v1,lasius-aphidicola,development,Lasius aphidicola,1032788,83833907-0961-4f9a-b120-28f331fb3f8a,583765910,3abaffc4b28af3c886daf114516843bb9045225393ee9cb10cf708788d5c4308,1da0ea756ed8c4949d280e3273493d0484b91919d1c1b82738c706df9cdee001,96113e15e5558a5a514bf0f8836ad75a49b5148cbb4ae9e799b0b758da5bd789
326,2,northeast_final_test_v1,ponera-pennsylvanica,final_test,Ponera pennsylvanica,203419,15bba652-4578-4591-bc35-79974a50fb85,386937056,d9b822d1f2487e390234384cf020e886b88d0e83c837f34044959a7f1a0cecee,1854389c5270de1344ed146e759d2d707b320b0867d6129611b30c18a76a97af,9648f018a9be342dd8c10d111ebf66aa1848186bf962c9696a345bab30a664d3
327,2,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,50e21ff4-db89-4f0b-a78e-9d0fde9b6801,228723888,f5d58e148cb53980fb982d22a0ef0e93b10d08a4d804871e2b9cbd7ada336036,3cdcf877df2a2acf92623bca2887c613bf2cfcc5d3f71089bc5f5837217e9384,967af1cedd2c55481f674efd7502d63619c2b56abb6e993c64d9317abd9b8af5
328,2,northeast_final_test_v1,aphaenogaster-rudis,final_test,Aphaenogaster rudis,213893,c44d94f4-53a5-4f86-a3dc-c909c51091ed,664607337,2cd9281c4e1824cfe37a80dac6bd323aff7afeae7891c9ee0e5a551a02b19790,bbd2ca71f28e7b1713de7e2ccbd51fd1143f4cf9ced20da19b067fb7487e0996,96badcd0ab56e3534919c715ae2d0d9fa4f8c393ce1724e63c8a3a5f1fc9512b
329,2,northeast_expansion_v1,lasius-interjectus,development,Lasius interjectus,222713,1e1426d2-a999-4664-aa36-5a52d2a543f0,50087144,d27b8e15ded91032370de7b6042db058fbb9e9ea5f9cf1e5ddfc33c5ffedc66f,06d82a14c2a15fb16d01d133314853597517c6268b3753b2aa84a5c806589d82,96c82e7a2b35e8bac9952f4066f046ba5b234f835478a30913add8ab288d31f8
330,2,northeast_final_test_v1,camponotus-novaeboracensis,final_test,Camponotus novaeboracensis,143252,1145c95e-61fa-4d36-93de-0113fe68d961,295455470,cdd70394a0df9fd797213dd018e1d93a61c78e8cbeb65e58d693f3e251ac2028,c04a68fe4974ec913ba4ebc53f30dd38424c102c6b140f9800dd0443accd896c,984c058cc55b0ce5ca13a590fbe1f3add33e31895bd0fafd6d1149aee46d4eee
331,2,northeast_final_test_v1,ponera-pennsylvanica,final_test,Ponera pennsylvanica,203419,a2eef795-a5c6-4896-9b00-26c45333ead4,362045899,a71ca478f38ef8a51dcceb73e24d0185c28b3b1d3f77be12b06ef2990c5cc760,6297436f27127e2e8948f2ae81e76e3ab0d66dc55ce070d0260bcf8fe3cf9c73,994ed512d1681d8cbc8411007a5eeb29a30dea5779f3e5152f320dd99bc1d2fb
332,2,northeast_final_test_v1,lasius-neoniger,final_test,Lasius neoniger,69311,d6ee3fa9-1cc5-4b27-890e-c123eae0330b,516643448,2f651c61734d779b193f277e7e70fe538054ce181ac0e297ff16f6b160290065,2dee26c262e7f755e0d895a9a6f04e85202b0c2028170986da3b38e2531a0dbc,99ee1448fa120475ed800cc22a0a72668f0fe3b4daaa05768bea2418573f881e
333,2,northeast_expansion_v1,camponotus-subbarbatus,train,Camponotus subbarbatus,143505,d21200dc-3cc0-480f-8e34-e6bfeb31d81a,464785204,750edeef6421bd34498bd3a15a256556eda56e61b3bf65b8043245d701435a8a,0736afd6ae561b4d8e20127335cfda582553b48e89ebfec735a51010d51bada4,9a194dc177b589748cc1701548b4f20300acfc6b4b1bb2b9b39e9207087f9b87
334,2,northeast_final_test_v1,lasius-interjectus,final_test,Lasius interjectus,222713,accd662b-26fe-46ac-a12e-e9d1e42e0faa,116723804,ac8cde1ad5fe6693335731688e6d8fe24e1f03bc208f08b4c68dbd2ae21aaacc,295c26782123d5b17130a0cc60c31082294351fa85e5cbdd0a6399a1bb40d173,9a44c2a8b1e5fbd6beb6a06109e2ce9df714d5ba29f50134070dab430e0be611
335,2,northeast_final_test_v1,camponotus-nearcticus,final_test,Camponotus nearcticus,146942,109dea86-8415-4df3-b9f7-4b1a2b55d284,319420359,9ea456223094c2fb7390c91589970256cf67af375962c37a8653184642366e47,22c6b99234ef28fee8e0c709b2d1344ff808e071432f4ebbbc9bd7e637c74ad1,9abaf0638c24b77c780401f2bb8090f7229095d21c0b52d72da236c760190106
336,2,northeast_final_test_v1,lasius-emarginatus,final_test,Lasius emarginatus,341143,743d083c-e2f8-4501-a8f5-53233d77535d,507533266,fa50a357c6bc05eb6ea25067f581442d178d9fc500c0e6174ee559fe16d6daa5,3c01e23ef2ca06eaa994a52b12037c4fbcb3c65eb599f13896cdecdde55ec3b9,9b79a7fa28416cacd8289a9baefa2eea37f3b4c1c40dbf34fb1366dc403a7e2d
337,2,northeast_final_test_v1,camponotus-subbarbatus,final_test,Camponotus subbarbatus,143505,2af83880-4d96-4ae0-886c-7775a12b4296,284923232,3cdd65a21af5c815e384822bb3b4e4ffeb71cc0766b58520f0fdd333232ee77d,c928f41b2e055ef4772687d2a839d714abc5f2d4a50e98f1322ed465ac49b79d,9b8b19a5524cce0e4d78364e8927b2adf5a7262a7626723901c95383ba5aa778
338,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,01fd5e41-e1d9-4b4c-9f04-5c28b4350efe,174319795,52115c3b16f166d7f21b14cd6ae0f8d3f194601a5d92e54279bc8fb73f192349,df205f3518e1da6ca8be60c0a88c07593535e93f66fe82e683a9d941200d4b21,9b9c9ccc6cb4defbbaae15d3fc1b1e515322e7a27a3786ac7a71f50b00dc63f8
339,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,d8c187f1-f0be-44d7-94f4-b1d2810e9c90,475057159,92268ce71b8fc6ac63d705312663d2e280de7397ec23c6223f49ead3ed6a37cf,7a284a85271c29d736780b9cedda63c1d9b7c68686fa46c25497e4f19d7a5733,9c0cf7ef5ff1fc94244cc382894c709caebf843b16a4f8a1ea8ed1033cc54d2b
340,2,northeast_final_test_v1,lasius-americanus,final_test,Lasius americanus,966095,f5cb6246-2cee-4849-b034-67f8a55c6b04,492405591,56efbe13354b4b1f059b3087b035e4c256f6386a27ea1d507ebcde5cac5cd15a,bbaa4ccd0b417abd991f316e1b45abd438d411dd264fae0e3261b86804e7cb6b,9c9694700350245a01d90b22a57b9ec64e7398df4b0d17ab1b3784b110dab7d4
341,2,northeast_final_test_v1,aphaenogaster-rudis,final_test,Aphaenogaster rudis,213893,05d39627-ee50-4cd0-a5bf-8d90e5509079,264726387,637845ec65da1066f25deb730beb374a69cdcf2bbc919994025f3252dca50e39,770aca897a280f3e93fd26922a010994041c8f5b75b69a89bfe5b5a680ef4a7b,9d2e941326fd71c0976a3c6e18d9164bc5c952c0013a7aaa982374c725ac711f
342,2,northeast_final_test_v1,camponotus-nearcticus,final_test,Camponotus nearcticus,146942,cdcfb6d8-08ec-469b-8a1c-04f853e75f84,325393452,5eabc2f59047813913ad451bac23036e9b987d6ee14ef11d4ef03f9696134803,ed19dc9b47ca58d91c357f05a6540c7037fc7399f2349c7f10f536c015f5a32c,9d8e818cd9dbaeaf00b48af1c7e688e4f6aff6ef2ac9ba04d4471edbd66fb1c3
343,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,f4b68afb-4a96-4ef7-9909-94b211d42c63,324000726,e5b734a7589fd9e686a26dc00999b2f98095d8a8669b5fabe66214c79ecfdc77,a246bf8709ea33e128718acf2f2a9a658f30d00ea4c5151eed02ba3a6c4bd4b7,9ddfb624ca6570c6f51d9e53ab6f3208bbc93c41d6001976647612a7bcc00719
344,2,northeast_expansion_v1,temnothorax-curvispinosus,development,Temnothorax curvispinosus,232366,ef29c226-f647-4fe5-800b-c219c340aef9,578466495,4f56fe159c7c689cccf071a0875e045628ef8adf0bbc3a50261688277b7f1b97,2b98849ce65803e9513124ab91a768212f6b4002acaf2bb4a6ebb182edb73b6b,9e3c515884ab01ac3a17e547c02aba065f6226759578eebfb173885461b32652
345,2,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,588e167c-950f-4d2b-8ee3-466b874962fe,695202834,94947c5b21303772ec0392f6c8e6f48fd49bfaaa642c3e76a249eef3b8c582b8,3b5a99698a93348ccef3c46aea362799b1f8d70fe086b4d54dcdf14a49c1a116,9e6bde478a9543ec53f3195a5a88b416796f378a6dc6e9aba73f94dcaf702381
346,2,northeast_final_test_v1,camponotus-nearcticus,final_test,Camponotus nearcticus,146942,4d0b8d52-6d59-408c-9090-a4ab7c98557c,513076337,a272ffb2a633ffaf7b5108a1047e60f502982d501defa917613995f479cea4ad,81d2bbd8a13b199bd943b95bf1c637ffe7d0a31d337e4a831f819b3fdbc94a3d,9fd1c43fdd1bc0996f90fe037db1af2a37309ba9e4243dae8486a40ea319b7a6
347,2,northeast_final_test_v1,camponotus-novaeboracensis,final_test,Camponotus novaeboracensis,143252,f343b492-a06a-46a9-8542-015d6ae152f3,73134918,a33d27fa20430d5f142337492df459ccd8a0c514d81269378cdd9a57a4e52ce0,691945a245de0200f3d183ba0927e0543ce6f7b65ae67e570919c0f44d9bee47,9fefacebbf96725428e81b0ae65df58b691884e46dd5a35a4494372dfb587889
348,2,northeast_final_test_v1,lasius-interjectus,final_test,Lasius interjectus,222713,ef54fc61-d1d7-4dd3-8612-a7b2cd36a5f4,265250062,f0cc23a1e34924b9cdda7a1c7edd25392eb45fcaca88d759b35c6d8252b1d0ec,44edf59b91e0ffa82381e752ea53f0d21a3b94bf2b63811ec20afb43a087dfdd,9ff73c5b88658505d3309562de4f3f575af6826c2d03682865f691b4e56db280
349,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,c700822a-e2c5-48db-a6e3-a0216e6d625f,610572822,ccafda7083c18d35a3c61d6de23693269bb8400a0c44b9f8e0204cca433589f8,d6a7e1c0bddef1df2df660211a1fcf45a9a1243ded7e1899a5b5513df5d08b51,a0cee1e1ed52a9bacb95827f5c121de87efc6fedd5f1636957402569d74a69f1
350,2,northeast_expansion_v1,lasius-aphidicola,development,Lasius aphidicola,1032788,98ddebd4-0a1e-4cf7-a337-50434d6ed5c7,237991834,f8c3dee93b40265b9b5eb24806d65c1e8022ca4bf198b03ccf38848635021bee,02116e2c54a3c07b8af9a205aaecb97eef587a354b9f6c6f68c30de00eed910c,a1548214378f23a81165eacf823139d2545b34fba23c5e4f248b81da5b4013a2
351,2,northeast_expansion_v1,lasius-claviger,train,Lasius claviger,222712,b83f4e8c-0891-440f-89b9-f0f93e87086f,572986288,b4f18260259b8a97747f6b071182d97aca27219e624d9a523040f547ec61fb73,002ebb6a186de25ede1c72b375e3d5b209cca65dec1d7de3c57282b653f6b39e,a18922bf83e4742b660483bda83fa681c82e901f917c939d2de3a0965582cfa6
352,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,5fd84492-e263-4e9d-b233-de422ef9d1fe,440674679,f5ed3437e00ad4e8942ced54d85a63c3c3eab65e750d487783a2e8b2a80ca8c4,2bb5ffb5c026b95ff34be6ffb41cba23b346d483c885414be6fbc7570a8ca869,a36572372abd16b1d3450871bea76839ba9cb53d070e64572e3c0bba87fa72af
353,2,northeast_final_test_v1,lasius-aphidicola,final_test,Lasius aphidicola,1032788,8c01278a-87c6-480a-9b80-61a7e2c5817c,185731404,b2ab3a5f6edfb15ba5994b9e84a3b8b5c53be7a610f92c4daa7babf248de924d,23184c4a725fe685b3dce7ab8dcb12b5dcffbeb53c67db287451e4e2d5d19c70,a36dccb136d02b68d0e9429bc604c46ebde02a40b8f1c6183b754146f2748ed3
354,2,northeast_expansion_v1,lasius-americanus,train,Lasius americanus,966095,7fd84217-6ffc-49ec-a537-991a71d2faa4,510791630,344a11c9e13d64e278559881ef8efeeed79781ca8ecc4c7f64803ed006c1ce63,00969f84cdc76e07ca28b8896acdf08217d97c97adfd026beb70bcaa751a97b6,a3f1f06954255df9735c1707f0db3d5062f511c2ced70eb0efeda96309baadd9
355,2,northeast_final_test_v1,nylanderia-flavipes,final_test,Nylanderia flavipes,372712,2e4af2d9-9a90-4eef-bd13-0e8594eb02b1,333235766,2a42f2ffb7a77540b8be94080f77b2878c002a49eee6de247a4fa3aa06225fcd,8414615fc716a1eb3c24f9887724f4489d24eaaa2133409663deb31792bc739e,a45d4fbd9426ea6dba7b1817d9c57e8e62868207b6a57331d604a036414ed0c6
356,2,northeast_final_test_v1,temnothorax-curvispinosus,final_test,Temnothorax curvispinosus,232366,8a617a15-5677-4662-8c62-bb87c4e2b5ad,222661103,f45b253b8f2f2a669e287337e8c0c3c22e58e46ad74ed615c51d0d6d98cfb3a3,b2dbab32ba3b1cae8b290d9b7d6e35209fc204c6bcd848f6b874ef813e17e8e2,a46913ee70931ce63b04db046dd01fc7366dacc69b6ea0604e84cac6e355cfa2
357,2,northeast_expansion_v1,lasius-aphidicola,development,Lasius aphidicola,1032788,ecd746e8-56b9-41f7-9cc0-3a9e976eb4d6,487777604,0c6a92bd6ae6bb85ce4beb7f320328c8cbb23026e55211ef9fe16c388b71c815,190e5899d1d89065d11a52589007148226ea8dba1ac91c606705374576ab4be7,a48dbb61c68569d3c96cb8e9b9debf7837e1d862bb3f38d9a3a197ea3a9dea96
358,2,northeast_final_test_v1,lasius-interjectus,final_test,Lasius interjectus,222713,4d5b6270-4aac-4393-87ca-a9e2718c652d,342823936,91e36cc79365d82b67c8a7506cf9a24bd69134e575e4b2f67cb1ab25af42b44c,98394d73dcbc436e599deca33cb32e5b918ea627e78ec66be9b93b86b9b59547,a5fffa7dc93c38b46124890cfefe95c89cfb3e8e970ecf1001cd39d3768ebdc5
359,2,northeast_final_test_v1,lasius-claviger,final_test,Lasius claviger,222712,2a86df54-e1e5-43a4-9f29-090c962ca75d,161330238,36f91f69d23d7425f4f483b48690b9ff2a8079300ed167f60ab29180155a046c,62ff86eda80fa8bb9c1f05bbb3ef9e60e4417e66c6881492ac464458db094679,a64ee618be03b3c7a1afb2e4ba29ab3a7a4a4a678436343d5f42fa566c32dbaf
360,2,northeast_expansion_v1,formica-exsectoides,train,Formica exsectoides,133654,7d6509f9-559f-4062-9a53-3db041830b19,86684656,76bec2c7fa8689a227df517bd65ee45dac2d6b895225929702e263d882ed46bd,05e7b36dffd76dc28c7efc58dbb35aa0e89e5d31c4def52641a5df18cd7817aa,a76246d8ea3f2f383c8414a7c37ae42dc417f202269483d8b375592f8c460064
361,2,northeast_expansion_v1,aphaenogaster-rudis,train,Aphaenogaster rudis,213893,5c78dcfe-b1c8-4f63-b46f-a83c18756002,602085149,5c10ff2e42e0fb03c982740474b52610859fd144abbb4f797e41dafe221cf0b3,033c37ec9ec1bcee36f51e8f9a46017ae8ba126b7cbb35b34cdeefeb4826fc52,a76b2de0ead08997194619118bcf9dd3808d2877448bec1ec9477eaf560537fe
362,2,northeast_final_test_v1,ponera-pennsylvanica,final_test,Ponera pennsylvanica,203419,7620b125-dddc-4af1-942e-556ee372faa7,415912261,4f5b43ea314ea7f4c1cfe28a3ea11739ac590382f4085469a9b1d8cb597440a0,2807b557bd1035d5c67f2e377f516d0c881285a471f5bc73801a5418f7fa8d85,a7991cc2586c3d1b27016621483687dd8104e4b97c0ece438d0b636bdbe3f673
363,2,northeast_final_test_v1,ponera-pennsylvanica,final_test,Ponera pennsylvanica,203419,acfa9dcb-fbbf-4461-a2ed-31035362efb9,281479695,c0030ddd55e25c09d33a7af94838ae99171238b4a7c7cd71bca03524957fefb8,295ab669f3f6bc28a2f98568f18c8ff8bfb3589fd5a7b276474676e055b46aaf,a7def2e60bf15d4cab662a779e31705a1c71b49d5d7f7e85317b933945f8efca
